Family_fa,Given_fa,Paper_articleTitle,Paper_authorFullNames,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic,fa_insti,country
Li,Zongchao,Psychological empowerment on social media: Who are the empowered users?,"Li, Zongchao (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Univ S Carolina, Sch Journalism & Mass Commun, 800 Sumter St, Columbia, SC 29208 USA",USA
Li,Hongmei,The representation of the Chinese product crisis in national and local newspapers in the United States,"Li, Hongmei (1)| Tang, Lu (2)",1.49,0.19,96.78,0.02,0.89,0.63,"Georgia State Univ, Dept Commun, Atlanta, GA 30302 USA",USA
Li,HR,Cognitive impact of banner ad characteristics: An experimental study,"Li, HR (1)| Bukovac, JL (2)",1.49,0.19,96.78,0.02,0.89,0.63,"Michigan State Univ, Dept Advertising, E Lansing, MI 48824 USA",USA
Li,Ke,Convergence and de-convergence of Chinese journalistic practice in the digital age,"Li, Ke (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Univ Illinois, Inst Commun Res, Coll Media, 119 Gregory Hall,810 S Wright St, Urbana, IL 61801 USA",USA
Li,Meng,Staging a social drama: Ritualized framing of the spring festival homecoming in Chinese state media,"Li, Meng (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Loyola Marymount Univ, Commun, Los Angeles, CA 90045 USA",USA
Li,Xinghua,Whispering: the murmur of power in a lo-fi world,"Li, Xinghua (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Babson Coll, Hist & Soc Div, Wellesley, MA 02481 USA",USA
Li,You,The Role Performance of Native Advertising in Legacy and Digital-Only News Media,"Li, You (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Eastern Michigan Univ, Sch Commun Media & Theatre Arts, Ypsilanti, MI 48197 USA",USA
Li,Siyue,What to Say to an Online Support-Seeker? The Influence of Others' Responses and Support-Seekers' Replies,"Li, Siyue (1)| Feng, Bo (2)",1.49,0.19,96.78,0.02,0.89,0.63,"Univ Calif Davis, Dept Commun, Davis, CA 95616 USA",USA
Li,Yachao,Predictors and outcomes of initial coming out messages: testing the theory of coming out message production,"Li, Yachao (1)| Samp, Jennifer A. (2)",1.49,0.19,96.78,0.02,0.89,0.63,"Univ Georgia, Dept Commun Studies, Athens, GA 30602 USA",USA
Li,Hairong,The Interactive Web Toward a New Discipline,"Li, Hairong (1)",1.49,0.19,96.78,0.02,0.89,0.63,"Michigan State Univ, E Lansing, MI 48824 USA",USA
Li,Jin,Online Persuasion: How the Written Word Drives WOM Evidence from Consumer-Generated Product Reviews,"Li, Jin (1)| Zhan, Lingjing (2)",1.49,0.19,96.78,0.02,0.89,0.63,"N Dakota State Univ, Coll Business, Fargo, ND 58108 USA",USA
Li,Fuan,On the potential for advertising to facilitate trust in the advertised brand,"Li, Fuan (1)| Miniard, Paul W. (2)",1.49,0.19,96.78,0.02,0.89,0.63,"William Paterson Univ New Jersey, Christos M Cotsakos Coll Business, Wayne, NJ 07470 USA",USA
Li,Xiaoqian,"Concerns, Skills, and Activities: Multilayered Privacy Issues in Disadvantaged Urban Communities","i, Xiaoqian (1)| Chen, Wenhong (2)| Straubhaar, Joseph D. (3)",1.49,0.19,96.78,0.02,0.89,0.63,"Univ Texas Austin, Austin, TX 78712 USA",USA
Li,Xian,Parental Behavioral and Psychological Control and Problematic Internet Use Among Chinese Adolescents: The Mediating Role of Self-Control,"i, Xian (1)| Li, Dongping (2)| Newman, Joan (3)",1.49,0.19,96.78,0.02,0.89,0.63,"SUNY Albany, Dept Educ & Counseling Psychol, Albany, NY 12222 USA",USA
Hua,Mei,Media Reports of Olympic Success by Chinese and American Gold Medalists: Cultural Differences in Causal Attribution,"Hua, Mei (1)| Tan, Alexis (2)",1.48,(S),96.34,(S),1.44,0.55,"Washington State Univ, Edward R Murrow Coll Commun, Pullman, WA 99164 USA",USA
Yu,Sherry S.,Ethnic media as communities of practice: The cultural and institutional identities,"Yu, Sherry S. (1)",1.46,0.12,96.1,0.02,1.61,0.69,"Temple Univ, Dept Journalism, Philadelphia, PA 19122 USA",USA
Yu,Nan,Benefits for Me or Risks for Others: A Cross-Culture Investigation of the Effects of Message Frames and Cultural Appeals,"Yu, Nan (1)| Shen, Fuyuan (2)",1.46,0.12,96.1,0.02,1.61,0.69,"N Dakota State Univ, Dept Commun, Fargo, ND 58108 USA",USA
Yu,Dan,"MEASUREMENT EQUIVALENCE OF A CONCISE CUSTOMER ENGAGEMENT METRIC ACROSS COUNTRY, LANGUAGE, AND CUSTOMER TYPES","Yu, Dan (1)| Yang, Yongwei (2)",1.46,0.12,96.1,0.02,1.61,0.69,"Gallup Inc, Washington, DC USA",USA
Chuang,Angie,"""Shifting Signifiers of Otherness: The 2002 """"DC Snipers"""" in the US Press""","Chuang, Angie (1)| Roemer, Robin Chin (2)",1.46,0.54,95.08,0,2.57,0.35,"Amer Univ, Sch Commun, Washington, DC 20016 USA",USA
Hwang,Yoori,REVISITING THE KNOWLEDGE GAP HYPOTHESIS: A META-ANALYSIS OF THIRTY-FIVE YEARS OF RESEARCH,"Hwang, Yoori (1)| Jeong, Se-Hoon (2)",1.44,(S),96.04,(S),1.85,0.47,"Univ Minnesota, Sch Journalism & Mass Commun, Minneapolis, MN 55455 USA",USA
Hwang,Juwon,"Health Information Sources, Perceived Vaccination Benefits, and Maintenance of Childhood Vaccination Schedules","Hwang, Juwon (1)| Shah, Dhavan V. (2)",1.44,(S),96.04,(S),1.85,0.47,"Univ Wisconsin, Sch Journalism & Mass Commun, 5162 Vilas Hall,821 Univ Ave, Madison, WI 53706 USA",USA
Hwang,Hyunyi,"Tanning, Skin Cancer Risk, and Prevention: A Content Analysis of Eight Popular Magazines That Target Female Readers, 1997-2006",", Hyunyi (1)| Hall, Jennifer G. (2)| Kosmoski, Carin (3)| Fox, Rebekah L. (4)| Mastin, Teresa (5)",1.44,(S),96.04,(S),1.85,0.47,"Purdue Univ, Dept Commun, W Lafayette, IN 47904 USA",USA
Hwang,Hyunseo,Influence of hostile media perception on willingness to engage in discursive activities: An examination of mediating role of media indignation,"wang, Hyunseo (1)| Pan, Zhongdang (2)| Sun, Ye (3)",1.44,(S),96.04,(S),1.85,0.47,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
Hwang,Jennie M.,Being young and feeling blue in Taiwan: examining adolescent depressive mood and online and offline activities,"wang, Jennie M. (1)| Cheong, Pauline Hope (2)| Feeley, Thomas Hugh (3)",1.44,(S),96.04,(S),1.85,0.47,"Calif Polytech State Univ San Luis Obispo, Dept Commun Studies, San Luis Obispo, CA 93407 USA",USA
Liang,Yuhua (Jake),Advancing the Strategic Messages Affecting Robot Trust Effect: The Dynamic of User- and Robot-Generated Content on Human-Robot Trust and Interaction Outcomes,"Liang, Yuhua (Jake) (1)| Lee, Seungcheol Austin (2)",1.44,(S),96.72,(S),1.19,0.46,"Chapman Univ, Sch Commun, Doti Hall 206,One Univ Dr, Orange, CA 92866 USA",USA
Liang,Jacquelynn R.,Associations Between Internet-Based Professional Social Networking and Emotional Distress,", Jacquelynn R. (1)| Colditz, Jason B. (2)| Shensa, Ariel (3)| Sidani, Jaime E. (4)| Lin, Liu Yi (5)| Terry, Martha Ann (6)| Primack, Brian A. (7)",1.44,(S),96.72,(S),1.19,0.46,"Univ Pittsburgh, Grad Sch Publ Hlth, Dept Behav & Community Hlth Sci, Pittsburgh, PA USA",USA
Chen,Yixin,Does Receiving or Providing Social Support on Facebook Influence Life Satisfaction? Stress as Mediator and Self-Esteem as Moderator,"Chen, Yixin (1)| Bello, Richard S. (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Sam Houston State Univ, Huntsville, TX 77340 USA",USA
Chen,Hongliang,An empirical study of a social network site: Exploring the effects of social capital and information disclosure,"Chen, Hongliang (1)| Beaudoin, Christopher E. (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA",USA
Chen,Wenhong,"NET AND JET The Internet use, travel and social networks of Chinese Canadian entrepreneurs","Chen, Wenhong (1)| Wellman, Barry (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Duke Univ, Dept Sociol, Durham, NC 27708 USA",USA
Chen,Gina Masullo,NORMALIZING ONLINE COMMENTS,"Chen, Gina Masullo (1)| Pain, Paromita (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Texas Austin, Sch Journalism, Austin, TX 78712 USA",USA
Chen,Yi-Chun (Yvonnes),The Effectiveness of Different Approaches to Media Literacy in Modifying Adolescents' Responses to Alcohol,"Chen, Yi-Chun (Yvonnes) (1)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Kansas, William Allen White Sch Journalism & Mass Commun, Lawrence, KS 66045 USA",USA
Chen,Chi-Wen,"Five-star or thumbs-up? The influence of rating system types on users' perceptions of information quality, cognitive effort, enjoyment and continuance intention","Chen, Chi-Wen (1)",1.4,0.3,96.12,0.02,1.64,0.52,"Calif State Univ Dominguez Hills, Carson, CA 90747 USA",USA
Chen,Huan,The myth of big data: Chinese advertising practitioners' perspective,"Chen, Huan (1)| Zhou, Liling (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Florida, Dept Advertising, Coll Journalism & Commun, Gainesville, FL 32611 USA",USA
Chen,J,Urban Chinese perceptions of threats from the United States and Japan,"Chen, J (1)",1.4,0.3,96.12,0.02,1.64,0.52,"Old Dominion Univ, Inst Asian Studies, Norfolk, VA 23529 USA",USA
Chen,Gina M.,Why do women bloggers use social media? Recreation and information motivations outweigh engagement motivations,"Chen, Gina M. (1)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ So Mississippi, Hattiesburg, MS 39406 USA",USA
Chen,Mark G.,"Communication, Coordination, and Camaraderie in World of Warcraft","Chen, Mark G. (1)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Washington, Coll Educ, LIFE Ctr, Seattle, WA 98105 USA",USA
Chen,QM,Attitude toward the site,"Chen, QM (1)| Wells, WD (2)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Minnesota, Sch Journalism & Mass Commun, Minneapolis, MN 55455 USA",USA
Chen,Li,Formation and fragmentation within a networked public sphere: Social media debates on Traditional Chinese Medicine,"hen, Li (1)| Wu, Xianwei (2)| Li, Meng (3)",1.4,0.3,96.12,0.02,1.64,0.52,"West Texas A&M Univ, Sybil B Harrington Coll Fine Arts & Humanities, Dept Commun, Canyon, TX 79016 USA",USA
Chen,Meng,"Narrator Point of View and Persuasion in Health Narratives: The Role of Protagonist-Reader Similarity, Identification, and Self-Referencing","hen, Meng (1)| Bell, Robert A. (2)| Taylor, Laramie D. (3)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Calif Davis, Dept Commun, One Shields Ave, Davis, CA 95616 USA",USA
Chen,Zifei Fay,The joint effect of association-based corporate posting strategy and eWOM comment valence on social media,"hen, Zifei Fay (1)| Hong, Cheng (2)| Li, Cong (3)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ San Francisco, Coll Arts & Sci, Dept Commun Studies, San Francisco, CA 94117 USA",USA
Chen,Qimei,Sources of product information for Chinese rural consumers,"en, Qimei (1)| He, Yi (2)| Zhao, Xinshu (3)| Griffith, David (4)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ N Carolina, Sch Journalism & Mass Commun, Chapel Hill, NC 27515 USA",USA
Chen,Chien-Yu,Stereotype reduction through humor and accommodation during imagined communication with older adults,"en, Chien-Yu (1)| Joyce, Nick (2)| Harwood, Jake (3)| Xiang, Jun (4)",1.4,0.3,96.12,0.02,1.64,0.52,"Univ Arizona, Dept Commun, Tucson, AZ 85721 USA",USA
Cao,Xiaoxia,Political comedy shows and knowledge about primary campaigns: The moderating effects of age and education,"Cao, Xiaoxia (1)",1.38,(S),95.22,(S),1.05,2.12,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA",USA
Cao,Yong,The realities of virtual play: video games and their industry in China,"Cao, Yong (1)| Downing, John D. H. (2)",1.38,(S),95.22,(S),1.05,2.12,"So Illinois Univ, Coll Mass Commun & Media Arts, Carbondale, IL 62901 USA",USA
Wu,Angela Xiao,Broadening the Scope of Cultural Preferences: Movie Talk and Chinese Pirate Film Consumption from the Mid-1980s to 2005,"Wu, Angela Xiao (1)",1.37,0.18,96.37,0.02,1.59,0.48,"Northwestern Univ, Evanston, IL 60208 USA",USA
Wu,Tai-Yee,"Predicting the effects of eWOM and online brand messaging: Source trust, bandwagon effect and innovation adoption factors","Wu, Tai-Yee (1)| Lin, Carolyn A. (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Univ Connecticut, Dept Commun, 337 Mansfield Rd,Unit 1259, Storrs, CT 06269 USA",USA
Wu,Di,China's public diplomatic networks on the Ebola issue in West Africa: Issues management in a network society,"Wu, Di (1)| Yang, Aimei (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Amer Univ, 4400 Massachusetts Ave NW, Washington, DC 20016 USA",USA
Wu,MY,"Public relations in Taiwan: roles, professionalism, and relationship to marketing","Wu, MY (1)| Taylor, M (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Rutgers State Univ, Dept Commun, New Brunswick, NJ 08901 USA",USA
Wu,H. Denis,Representing the total community: Relationships between Asian American staff and Asian American coverage in nine US newspapers,"Wu, H. Denis (1)| Izard, Ralph (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Boston Univ, Coll Commun, Boston, MA 02215 USA",USA
Wu,HD,Web site use and news topic and type,"Wu, HD (1)| Bechtel, A (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Louisiana State Univ, Sch Mass Commun, Baton Rouge, LA 70803 USA",USA
Wu,Jingsi Christina,Expanding civic engagement in China: Super Girl and entertainment-based online community,"Wu, Jingsi Christina (1)",1.37,0.18,96.37,0.02,1.59,0.48,"Hofstra Univ, Dept Journalism Media Studies & Publ Relat, Hempstead, NY 11549 USA",USA
Wu,Yanfang,HOW AGE AFFECTS JOURNALISTS' ADOPTION OF SOCIAL MEDIA AS AN INNOVATION A multi-group SEM analysis,"Wu, Yanfang (1)",1.37,0.18,96.37,0.02,1.59,0.48,"Univ Toledo, Dept Commun, 2801 W Bancroft St, Toledo, OH 43606 USA",USA
Wu,Jennifer,Positive Preferences: The Emotional Valence of What an Avatar Says Matters,"Wu, Jennifer (1)| Kraemer, Philipp (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Univ Kentucky, Dept Psychol, 224 Funkhouser Bldg, Lexington, KY 40506 USA",USA
Wu,Huaiting,"Globalizing Chinese martial arts cinema: the global-local alliance and the production of Crouching Tiger, Hidden Dragon","Wu, Huaiting (1)| Chan, Joseph Man (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Univ Minnesota, Sch Journalism & Mass Commun, Minneapolis, MN 55455 USA",USA
Wu,Linwan,Exploring the impact of affect on the effectiveness of comparative versus non-comparative advertisements,"Wu, Linwan (1)| Wen, Taylor Jing (2)",1.37,0.18,96.37,0.02,1.59,0.48,"Univ South Carolina, Sch Journalism & Mass Commun, Columbia, SC 29208 USA",USA
Vang,Mao H.,Race in Virtual Environments: Competitive Versus Cooperative Games with Black or White Avatars,"Vang, Mao H. (1)| Fox, Jesse (2)",1.37,(S),96.7,(S),1.41,0.42,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA",USA
Tran,Hai,Does Exposure to Online Media Matter? The Knowledge Gap and the Mediating Role of News Use,"Tran, Hai (1)",1.35,0.1,96,0.03,1.7,0.81,"Depaul Univ, Chicago, IL 60604 USA",USA
Tran,Hai L.,Peer Perceptions of Media Elites and Hierarchical Differentiation Among Financial Journalists,"Tran, Hai L. (1)| Ragas, Matthew W. (2)",1.35,0.1,96,0.03,1.7,0.81,"Depaul Univ, Chicago, IL 60604 USA",USA
Tran,Gina A.,"""What Factors Affect Consumer Acceptance Of In-Game Advertisements? Click """"Like"""" to Manage Digital Content for Players""","Tran, Gina A. (1)| Strutton, David (2)",1.35,0.1,96,0.03,1.7,0.81,"Univ N Texas, Dept Mkt & Logist, Denton, TX 76203 USA",USA
Ye,Yinjiao,The Role of Illness Factors and Patient Satisfaction in Using Online Health Support Groups,"Ye, Yinjiao (1)",1.33,(S),97.02,(S),0.84,0.49,"Univ Rhode Isl, Dept Commun Studies, Kingston, RI 02881 USA",USA
Ye,Jiali,Traditional and online support networks in the cross-cultural adaptation of Chinese international students in the United States,"Ye, Jiali (1)",1.33,(S),97.02,(S),0.84,0.49,"Georgia State Univ, Dept Commun, Atlanta, GA 30303 USA",USA
Ye,Cong,MORE POSITIVE OR MORE EXTREME? A META-ANALYSIS OF MODE DIFFERENCES IN RESPONSE CHOICE,"e, Cong (1)| Fulton, Jenna (2)| Tourangeau, Roger (3)",1.33,(S),97.02,(S),0.84,0.49,"Univ Maryland, Joint Program Survey Methodol, College Pk, MD 20742 USA",USA
Xia,Ling,"Exploring Negative Group Dynamics Adversarial Network, Personality, and Performance in Project Groups","ia, Ling (1)| Yuan, Y. Connie (2)| Gay, Geri (3)",1.27,(S),97.37,(S),0.65,0.57,"Cornell Univ, Dept Commun, Ithaca, NY 14850 USA",USA
Gao,ZH,"Harmonious regional advertising regulation? A comparative examination of government advertising regulation in China, Hong Kong, and Taiwan","Gao, ZH (1)",1.22,(S),97.39,(S),0.62,0.41,"Rider Univ, Marketing Dept, Lawrenceville, NJ 08648 USA",USA
LY,JA,CONCEPTUALIZING CONVERSATIONAL COMPLEXITY,"LY, JA (1)| BELL, RA (2)| GLENN, PJ (3)| LAWRENCE, S (4)",1.18,1.54,94.59,0.03,1.72,0.95,"NORTHWESTERN UNIV,CHICAGO,IL 60611",USA
Luong,Kate T.,"Can the Media Help Women Be Better at Math? Stereotype Threat, Selective Exposure, Media Effects, and Women's Math Performance","Luong, Kate T. (1)| Knobloch-Westerwick, Silvia (2)",1.12,0.08,96.63,0.04,1.39,0.73,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA",USA
Zhong,Bu,"""""""Under the Weather"""": The Weather Effects on U.S. Newspaper Coverage of the 2008 Beijing Olympics""","Zhong, Bu (1)| Zhou, Yong (2)",1.12,(S),97.98,(S),0.54,0.24,"Penn State Univ, Dept Journalism, University Pk, PA 16802 USA",USA
Guo,Lei,Exploring the Link Between Community Radio and the Community: A Study of Audience Participation in Alternative Media Practices,"Guo, Lei (1)",1.1,0.32,97.77,0,0.66,0.17,"Boston Univ, Coll Commun, Boston, MA 02215 USA",USA
Guo,Miao,Social Television Viewing with Second Screen Platforms: Antecedents and Consequences,"Guo, Miao (1)",1.1,0.32,97.77,0,0.66,0.17,"Ball State Univ, Dept Telecommun, Muncie, IN 47306 USA",USA
Guo,Sylvia Jiankun,"The 2013 Boston marathon bombing: Publics' emotions, coping, and organizational engagement","Guo, Sylvia Jiankun (1)",1.1,0.32,97.77,0,0.66,0.17,"Univ Maryland, Dept Commun, 2130 Skinner Bldg,4300 Chapel Lane, College Pk, MD 20742 USA",USA
Guo,Shaohua,When dating shows encounter state censors: a case study of If You Are the One,"Guo, Shaohua (1)",1.1,0.32,97.77,0,0.66,0.17,"Carleton Coll, One North Coll St, Northfield, MN 55057 USA",USA
Zou,Sheng,FROM INARTICULACY TO CARE Exploring dialogical approaches to journalistic representation of ethnic minorities,"Zou, Sheng (1)",1.09,0.42,97.69,(S),0.45,(S),"Stanford Univ, Dept Commun, Stanford, CA 94305 USA",USA
Zou,Shaoming,An integrated theory of global advertising An application of the GMS theory,"Zou, Shaoming (1)| Volz, Yong Z. (2)",1.09,0.42,97.69,(S),0.45,(S),"Univ Missouri, Trulaske Coll Business, Dept Mkt, Columbia, MO 65211 USA",USA
Zou,SM,Contributions to international advertising research - An assessment of the literature between 1990 and 2002,"Zou, SM (1)",1.09,0.42,97.69,(S),0.45,(S),"Univ Missouri, Coll Business, Dept Mkt, Columbia, MO 65201 USA",USA
Swaminathan,Srinivasan,"Second-by-Second Analysis of Advertising Exposure in TV Pods The Dynamics of Position, Length, and Timing","Swaminathan, Srinivasan (1)| Kent, Robert (2)",1.08,(S),96.17,(S),2.16,(S),"Drexel Univ, Coll Business, Philadelphia, PA 19104 USA",USA
Vu,Hong Tien,Soap Operas as a Matchmaker: A Cultivation Analysis of the Effects of South Korean TV Dramas on Vietnamese Women's Marital Intentions,"Vu, Hong Tien (1)| Lee, Tien-Tsung (2)",1.04,(S),96.61,(S),1.68,0.58,"Univ Texas Austin, Sch Journalism, Austin, TX 78712 USA",USA
Yang,Guobin,Demobilizing the Emotions of Online Activism in China: A Civilizing Process,"Yang, Guobin (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Penn, Philadelphia, PA 19104 USA",USA
Yang,Aimei,Public diplomacy in a networked society: The Chinese government-NGO coalition network on acquired immune deficiency syndrome prevention,"Yang, Aimei (1)| Taylor, Maureen (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ So Calif, Annenberg Sch Commun & Journalism, Los Angeles, CA 90089 USA",USA
Yang,Kenneth C. C.,The aborted Green dam-youth escort censor-ware project in China: A case study of emerging civic participation in China's internet policy-making process,"Yang, Kenneth C. C. (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Texas El Paso, Dept Commun, El Paso, TX 79968 USA",USA
Yang,Aime,"The relationship between the professionalization of public relations, societal social capital and democracy: Evidence from a cross-national study","Yang, Aime (1)| Taylor, Maureen (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ So Calif, Los Angeles, CA 90089 USA",USA
Yang,Fan,What motivates the public? The power of social norms in driving public participation with organizations,"Yang, Fan (1)| Ott, Holly K. (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Penn State Univ, University Pk, PA 16802 USA",USA
Yang,Sung-Un,Measuring blog engagement: Testing a four-dimensional scale,"Yang, Sung-Un (1)| Kang, Minjeong (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Syracuse Univ, Dept Publ Relat, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA",USA
Yang,HS,Exploring the effects of online advertising on readers' perceptions of online news,"Yang, HS (1)| Oliver, MB (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA",USA
Yang,Bo,The Moderating Role of Close versus Distal Peer Injunctive Norms and Interdependent Self-Construal in the Effects of Descriptive Norms on College Drinking,"Yang, Bo (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Maryland, Dept Commun, 4300 Chapel Lane,2101E Skinner Bldg, College Pk, MD 20742 USA",USA
Yang,Yiyi,Schizophrenia in Chinese and US Online News Media: Exploring Cultural Influence on the Mediated Portrayal of Schizophrenia,"Yang, Yiyi (1)| Parrott, Scott (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Alabama, Coll Commun & Informat Sci, 478 Reese Phifer Hall,Box 870172, Tuscaloosa, AL 35487 USA",USA
Yang,Janet Z.,The Silver Lining of Shame: Framing HPV to Influence Vaccination Intentions,"Yang, Janet Z. (1)| Pittman, McKenzie M. (2)",1.03,0.2,96.81,0.02,1.5,0.45,"SUNY Buffalo, Dept Commun, 329 Baldy Hall, Buffalo, NY 14260 USA",USA
Yang,Michelle Murray,Guilty without trial: state-sponsored cheating and the 2008 Beijing Olympic women's gymnastics competition,"Yang, Michelle Murray (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Maryland, Baltimore, MD 21201 USA",USA
Yang,Qinghua,Are Social Networking Sites Making Health Behavior Change Interventions More Effective? A Meta-Analytic Review,"Yang, Qinghua (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Penn, Annenberg Sch Commun, 3620 Walnut St,Room 403, Philadelphia, PA 19104 USA",USA
Yang,Z. Janet,Predicting Young Adults' Intentions to Get the H1N1 Vaccine: An Integrated Model,"Yang, Z. Janet (1)",1.03,0.2,96.81,0.02,1.5,0.45,"SUNY Buffalo, Dept Commun, Buffalo, NY 14260 USA",USA
Yang,Moonhee,"The effectiveness of brand placements in the movies: Levels of placements, explicit and implicit memory, and brand-choice behavior","Yang, Moonhee (1)| Roskos-Ewoldsen, David R. (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Alabama, Dept Psychol, Tuscaloosa, AL 35487 USA",USA
YANG,N,MOVIE RATINGS AND THE CONTENT OF ADULT VIDEOS - THE SEX-VIOLENCE RATIO,"YANG, N (1)| LINZ, D (2)",1.03,0.2,96.81,0.02,1.5,0.45,"UNIV CALIF LOS ANGELES,COMMUN STUDIES PROGRAM,LOS ANGELES,CA 90024",USA
Yang,Grace S.,"Correlations of Media Habits Across Time, Generations, and Media Modalities","Yang, Grace S. (1)| Huesmann, L. Rowell (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Michigan, Dept Psychol, Ann Arbor, MI 48109 USA",USA
Yang,KCC,Consumers' attitudes toward regulation of internet auction sites - A third-person effect perspective,"Yang, KCC (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Texas, Dept Commun, El Paso, TX 79968 USA",USA
Yang,Chia-chen,Motives Matter: Motives for Playing Pokemon Go and Implications for Well-Being,"Yang, Chia-chen (1)| Liu, Dong (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Memphis, Dept Counseling Educ Psychol & Res, 303D Ball Hall, Memphis, TN 38152 USA",USA
Yang,GB,The Internet and the rise of a transnational Chinese cultural sphere,"Yang, GB (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Hawaii Manoa, Dept Sociol, Honolulu, HI 96822 USA",USA
Yang,Sunyoung,"Networking South Korea: Internet, nation, and new subjects","Yang, Sunyoung (1)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ Arizona, Learning Serv Bldg,1512 E First St, Tucson, AZ 85721 USA",USA
Yang,F,Economic openness and media penetration,"Yang, F (1)| Shanahan, J (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Cornell Univ, Dept Commun, Ithaca, NY 14853 USA",USA
Yang,Hongwei,Social Media Use and Online Political Participation Among College Students During the US Election 2012,"Yang, Hongwei (1)| DeHart, Jean L. (2)",1.03,0.2,96.81,0.02,1.5,0.45,"Appalachian State Univ, Advertising, Dept Commun, Boone, NC 28608 USA",USA
Yang,Jianjun,Hole detection and shape-free representation and double landmarks based geographic routing in wireless sensor networks,"ang, Jianjun (1)| Fei, Zongming (2)| Shen, Ju (3)",1.03,0.2,96.81,0.02,1.5,0.45,"Univ North Georgia, Dept Comp Sci & Informat Syst, Oakwood, GA 30566 USA",USA
VENKATESH,A,MAGAZINE READERSHIP BY FEMALE SEGMENTS,"VENKATESH, A (1)| TANKERSLEY, CB (2)",1.02,(S),96.3,0.74,1.66,(S),"SYRACUSE UNIV,SCH MANAGEMENT,SYRACUSE,NY 13210",USA
NWANKWO,RL,COMMUNICATION AS SYMBOLIC INTERACTION - SYNTHESIS,"NWANKWO, RL (1)",1.02,96.23,(S),(S),1.53,0.82,"UNIV RHODE ISL,DEPT JOURNALISM,KINGSTON,RI 02881",USA
Zhang,Lin,Productive vs. Pathological: The Contested Space of Video Games in Post-Reform China (1980s-2012),"Zhang, Lin (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ So Calif, Los Angeles, CA 90089 USA",USA
Zhang,Lingling,Stereotypes of Chinese by American College Students: Media Use and Perceived Realism,"Zhang, Lingling (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Towson Univ, Towson, MD 21252 USA",USA
Zhang,Juyan,"Colored Revolutions in Colored Lenses: A Comparative Analysis of US and Russian Press Coverage of Political Movements in Ukraine, Belarus, and Uzbekistan","Zhang, Juyan (1)| Fahmy, Shahira (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Texas San Antonio, San Antonio, TX USA",USA
