last_name,first_name,article_title,fa_insti
Zhang, Xinzhi ,Political Participation in an Unlikely Place: How Individuals Engage in Politics through Social Networking Sites in China,"City Univ Hong Kong, Hong Kong, Peoples R China"
Zhang, Shuling ,A Step Forward? Exploring the diffusion of data journalism as journalistic innovations in China,"UIBE, Sch Int Studies, Beijing 100029, Peoples R China"
Zhang, Shixin Ivy ,Foreign Correspondents: A case study of China in the digital and globalization age,"Univ Nottingham Ningbo, Sch Int Commun, Ningbo, Zhejiang, Peoples R China"
Zhang, Xu ,Visual framing of the European refugee crisis in Der Spiegel and CNN International: Global journalism in news photographs,"Univ Tennessee, Knoxville, TN 37996 USA"
Zhang, Weiyu ,Redefining youth activism through digital technology in Singapore,"Natl Univ Singapore, Singapore 117416, Singapore"
Zhang, Zufan ,Beam interference suppression in multi-cell millimeter wave communications,"Chongqing Univ Posts & Telecommun, Sch Commun & Informat Engn, Chongqing 400065, Peoples R China"
Zhang, Yuanchen ,How Culture Influences Emotion Display in Transnational Television Formats: The Case of The Voice of China,Missing
Zhang, Qin ,A U.S.-China Investigation of the Effects of Perceived Partner Conflict Styles on Outcome Satisfaction: The Mediating Role of Perceived Partner Conflict Competence,"Fairfield Univ, Dept Commun, Fairfield, CT 06824 USA"
Zhang, Xiaoqun ,Exploring the patterns and determinants of the global mobile divide,"Univ North Texas, Dept Media Arts, Denton, TX USA"
Zhang, Juyan ,Beyond anti-terrorism: Metaphors as message strategy of post-September-11 US public diplomacy,"Monmouth Univ, Dept Commun, W Long Branch, NJ 07746 USA"
Zhang, Di ,A relational perspective on media relations strategies: The Chinese government's news conferences from 2001 to 2009,"Renmin Univ China, Sch Journalism & Commun, Beijing 100872, Peoples R China"
Zhang, Juyan ,Toward a model of NGO media diplomacy in the Internet age: Case study of Washington Profile,"Univ Texas San Antonio, Dept Commun, San Antonio, TX 78249 USA"
Zhang, Juyan ,"Public diplomacy to promote Global Public Goods (GPG): Conceptual expansion, ethical grounds, and rhetoric","Univ Texas San Antonio, Dept Commun, San Antonio, TX 78249 USA"
Zhang, J ,Message strategies of Saudi Arabia's image restoration campaign after 9/11,"Monash Univ, Dept Commun, Long Branch, NJ 07764 USA"
Zhang, JY ,World system and its agents: analysis of the registrants of Foreign Agent Registration Act (FARA),"Monmouth Univ, Dept Commun, W Long Branch, NJ 07746 USA"
Zhang, JY ,Public diplomacy as symbolic interactions: A case study of Asian tsunami relief campaigns,"Monmouth Univ, Dept Commun, W Long Branch, NJ 07740 USA"
ZHANG, GQ ,CONSTRUCTING PUBLIC-OPINION AND MANIPULATING SYMBOLS - CHINA PRESS COVERAGE OF THE STUDENT MOVEMENT IN 1989,"CLEVELAND STATE UNIV,DEPT COMMUN,CLEVELAND,OH 44115"
Zhang, Yuan ,INDIVIDUALISM OR COLLECTIVISM? CULTURAL ORIENTATIONS IN CHINESE TV COMMERCIALS AND ANALYSIS OF SOME MODERATING FACTORS,"Virginia Commonwealth Univ, Sch Mass Commun, Richmond, VA 23284 USA"
Zhang, Xiaochen Angela ,An Examination of Antecedents to Perceived Community Resilience in Disaster Postcrisis Communication,"Kansas State Univ, AQ Miller Sch Journalism & Mass Commun, 105 Kedzie Hall, Manhattan, KS 66506 USA"
Zhang, Xiaoqun ,Measuring Media Reputation: A Test of the Construct Validity and Predictive Power of Seven Measures,"Univ North Texas, Denton, TX USA"
Zhang, Weiyu ,TECHNICAL CAPITAL AND PARTICIPATORY INEQUALITY IN EDELIBERATION An actor-network analysis,"Natl Univ Singapore, Commun & New Media Programme, Singapore 117416, Singapore"
Zhang, Yanqing ,"""The """"life and death"""" of great Finnish fashion phones: A periodization of changing styles in Nokia phone design between 1992 and 2013""","Univ Stockholm, Mobile Life Ctr, Dept Comp & Syst Sci, Human Comp Interact, Stockholm, Sweden"
Zhang, Lianshan ,WeChatting for Health: An Examination of the Relationship between Motivations and Active Engagement,"Natl Univ Singapore, Dept Commun & New Media, Blk AS6,03-41,11 Comp Dr, Singapore 117416, Singapore"
Zhang, AY ,Silence and cancer: Why do families and patients fail to communicate?,"Case Western Reserve Univ, Sch Med, Cleveland, OH 44106 USA"
Zhang, Xueying ,"Clicking Health Risk Messages on Social Media: Moderated Mediation Paths Through Perceived Threat, Perceived Efficacy, and Fear Arousal","North Carolina Agr & Tech State Univ, Dept Journalism & Mass Commun, Greensboro, NC 27401 USA"
Zhang, Xiaoling ,Hegemony and counter-hegemony: the politics of dialects in TV programs in China,"Univ Nottingham, Nottingham NG7 2RD, England"
Zhang, Yanqiu ,A perception study on China's media engagement in Kenya: from media presence to power influence?,"Commun Univ China, Inst Commun Studies, Beijing, Peoples R China"
Zhang, Lingmin ,Resistance to dominant narratives and the construction of identity legitimacy: counterstories of Chinese migrant workers with pneumoconiosis,"Guangzhou Univ, Sch Journalism & Commun, Guangzhou, Guangdong, Peoples R China"
Zhang, Weiyu ,Fan activism sustained and challenged: participatory culture in Chinese online translation communities,"Natl Univ Singapore, Dept Commun & New Media, Singapore 117548, Singapore"
Zhang, Zhengyu (Tracy) ,Language matters: effects of linguistic agency assignment on HPV prevention advocacy in Chinese public health education materials,"Univ Texas Austin, Dept Commun Studies, Moody Coll Commun, Austin, TX 78712 USA"
Zhang, YB ,Modernization and tradition in an age of globalization: Cultural values in Chinese television commercials,"Univ Kansas, Lawrence, KS 66045 USA"
Zhang, YB ,Television viewing and perceptions of traditional Chinese values among Chinese college students,"Univ Kansas, Dept Commun Studies, Lawrence, KS 66045 USA"
Zhang, Mingli ,Understanding relationship benefits from harmonious brand community on social media,"Beihang Univ, Sch Econ & Management, Beijing, Peoples R China"
Zhang, Lun ,"Breadth, depth, and speed: diffusion of advertising messages on microblogging sites","Univ Chinese Acad Sci, Dept Journalism & Commun, Beijing, Peoples R China"
Zhang, Xiaodong ,Do buyers express their true assessment? Antecedents and consequences of customer praise feedback behaviour on Taobao,"Univ Sci & Technol China, Sch Management, Hefei, Peoples R China"
Zhang, Jialu ,"Entrepreneurial environment, market-oriented strategy, and entrepreneurial performance A study of Chinese automobile firms","Jilin Univ, Sch Management, Changchun 130023, Peoples R China"
Zhang, Lixuan ,Motivations and Usage Patterns of Weibo,"Augusta State Univ, Hull Coll Business, Augusta, GA 30813 USA"
Zhang, Jiahui ,Measurement of Internet Addiction: An Item Response Analysis Approach,"Beijing Normal Univ, Inst Dev Psychol, Beijing 100875, Peoples R China"
Zhang, Yubo ,An Exploratory Study to Measure Excessive Involvement in Multitasking Interaction with Smart Devices,"Tsinghua Univ, Dept Ind Engn, Beijing 100084, Peoples R China"
Zhang, Xiaoling ,"Reading between the headlines: SARS, Focus and TV current affairs programmes in China","Univ Nottingham, Inst Contemporary Chinese Studies, Nottingham NG7 2RD, England"
Zhang, Hao ,Preannouncement messages: impetus for electronic word-of-mouth,"Northeastern Univ, Dept Mkt, Sch Business Adm, Hunnan Campus,195 Chuangxin Rd, Shenyang 110617, Liaoning, Peoples R China"
Zhang, Shixin Ivy ,THE BUSINESS MODEL OF JOURNALISM START-UPS IN CHINA,"Univ Nottingham Ningbo China, Sch Int Commun, Ningbo, Zhejiang, Peoples R China"
Zhang, Xiaoqun ,Estimating the Weights of Media Tonalities in the Measurement of Media Coverage of Corporations,"Univ North Texas, Denton, TX 76203 USA"
Zhang, Weiyu ,Perceived Procedural Fairness in Deliberation: Predictors and Effects,"Natl Univ Singapore, Dept Commun & New Media, Singapore 117416, Singapore"
Zhang, Jinguang ,Self-Enhancement on a Self-Categorization Leash: Evidence for a Dual-Process Model of First- and Third-Person Perceptions,"Univ Calif Santa Barbara, Dept Commun, Santa Barbara, CA 93106 USA"
Zhang, Jinguang ,A Self-Categorization Explanation for Opinion Consensus Perceptions,"Univ Calif Santa Barbara, Dept Commun, Santa Barbara, CA 93105 USA"
Zhang, Lin ,"Working as playing? Consumer labor, guild and the secondary industry of online gaming in China","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 92262 USA"
Zhang, JH ,Will the government 'serve the people'? The development of Chinese e-government,Missing
Zhang, Yin ,A review of social networking service (SNS) research in communication journals from 2006 to 2011,"Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Zhang, Fan ,Older Adults' Social Interactions in Massively Multiplayer Online Role-Playing Games (MMORPGs),"Simon Fraser Univ, Fac Educ, Burnaby, BC V5A 1S6, Canada"
Zhang, Weiyu ,Perceived Speech Conditions and Disagreement of Everyday Talk: A Proceduralist Perspective of Citizen Deliberation,"Natl Univ Singapore, Dept Commun & New Media, Singapore 117548, Singapore"
Zhang, Y ,Moderating effects of need for cognition on responses to positively versus negatively framed advertising messages,"Hofstra Univ, Frank G Zarb Sch Business, Dept Mkt & Int Business, Hempstead, NY 11550 USA"
Zhang, Y ,Responses to humorous advertising: The moderating effect of need for cognition,Missing
Zhang, Y ,Matching advertising appeals to culture: The influence of products' use conditions,"UNIV HOUSTON,COLL BUSINESS ADM,DEPT MKT,HOUSTON,TX 77004"
Zhang, Jing ,THE EFFECT OF ADVERTISING APPEALS IN ACTIVATING SELF-CONSTRUALS A Case of Bicultural Chinese Generation X Consumers,"Univ Wisconsin Milwaukee, Coll Letters & Sci, Dept Journalism & Mass Commun, Milwaukee, WI 53201 USA"
Zhang, Jing ,THE PERSUASIVENESS OF INDIVIDUALISTIC AND COLLECTIVISTIC ADVERTISING APPEALS AMONG CHINESE GENERATION-X CONSUMERS,"Calif State Univ Sacramento, Coll Arts & Letters, Dept Commun Studies, Sacramento, CA 95819 USA"
Zhang, Yong ,Responses to humorous ads - Does audience involvement matter?,"Hofstra Univ, Frank G Zarb Sch Business, Hempstead, NY 11550 USA"
Zhang, J ,Cultural values in advertisements to the Chinese X-Generation - Promoting modernity and individualism,Missing
Zhang, Joy Yueyue ,"""The """"credibility paradox' in China's science communication: Views from scientific practitioners""","Univ Kent, Sociol, Canterbury CT2 7NF, Kent, England"
Zhang,Qin,"The Dynamic Interplay of Interaction Goals, Emotion, and Conflict Styles: Testing a Model of Intrapersonal and Interpersonal Effects on Conflict Styles","Fairfield Univ, Fairfield, CT 06430 USA"
Zhang,Ping,Antenna selection for MIMO system based on pattern recognition,"Univ Elect Sci & Technol China, Natl Key Lab Sci & Technol Commun, Chengdu 611731, Sichuan, Peoples R China"
Zhang,Lei,3D depth image analysis for indoor fall detection of elderly people,"Shanghai Univ, Sch Mechatron Engn & Automat, Yangchang Rd, Shanghai 200072, Peoples R China"
Zhang,Weiyu,The structural features and the deliberative quality of online discussions,"Natl Univ Singapore, Dept Stat, Singapore 117589, Singapore"
Zhang,Lun,Online ballot stuffing: Influence of self-boosting manipulation on rating dynamics in online rating systems,"Beijing Normal Univ, Sch Arts & Commun, Dept Digital Media, Beijing, Peoples R China"
Zhang,Xiaochen Angela,Understanding publics' post-crisis social media engagement behaviors: An examination of antecedents and mediators,"Kansas State Univ, AQ Miller Sch Journalism & Mass Commun, 828 Midcampus Dr South, Manhattan, KS 66506 USA"
Zhang,JY,A contingency approach to the Sino-US conflict resolution,"Monmouth Univ, Dept Commun, Long Beach, NJ 07746 USA"
Zhang,Ai,"""Culture and Chinese public relations: A multi-method """"inside out"""" approach""","Univ Maryland, Dept Commun, College Pk, MD 20742 USA"
Zhang,Yuan,"Framing Depression: Cultural and Organizational Influences on Coverage of a Public Health Threat and Attribution of Responsibilities in Chinese News Media, 2000-2012","Virginia Commonwealth Univ, Richard T Robertson Sch Media & Culture, Richmond, VA 23284 USA"
Zhang,Jueman (Mandy),"A Psychophysiological Study of Processing HIV/AIDS Public Service Announcements: The Effects of Novelty Appeals, Sexual Appeals, Narrative Versus Statistical Evidence, and Viewer's Sex","New York Inst Technol, Dept Commun Arts, Northern Blvd,POB 8000, Old Westbury, NY 11568 USA"
Zhang,Xiaoxing,Virtual gifting on China's live streaming platforms: hijacking the online gift economy,"Simon Fraser Univ, Sch Commun, Vancouver, BC, Canada"
Zhang,Yuanyuan,Rap Music Videos and African American Women's Body Image: The Moderating Role of Ethnic Identity,"Univ Illinois, Dept Commun, Urbana, IL 61801 USA"
Zhang,Yuanyuan,The relationship between exposure to sexual music videos and young adults' sexual attitudes,"Univ Illinois, Dept Speech Commun, Urbana, IL 61801 USA"
Zhang,Kem Z. K.,Spillover effects from web to mobile payment services The role of relevant schema and schematic fit,"Sun Yat Sen Univ, Int Sch Business & Finance, Zhuhai, Guangdong, Peoples R China"
Zhang,Mingli,"Understanding relationships among customer experience, engagement, and word-of-mouth intention on online brand communities The perspective of service ecosystem","Beihang Univ, Sch Econ & Management, Beijing, Peoples R China"
Zhang,Kem Z. K.,Online reviews and impulse buying behavior: the role of browsing and impulsiveness,"Univ Sci & Technol China, Sch Management, Hefei, Anhui, Peoples R China"
Zhang,Ning,How Do Different Types of Community Commitment Influence Brand Commitment? The Mediation of Brand Attachment,"Wuhan Univ, Dept Mkt, Wuhan 430072, Hubei, Peoples R China"
Zhang,Yin,"Gratifications, Collective Self-Esteem, Online Emotional Openness, and Traitlike Communication Apprehension as Predictors of Facebook Uses","Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Zhang,Ning,"Message, Perception, and the Beijing Olympics: Impact of Differential Media Exposure on Perceived Opinion Diversity","Hong Kong Baptist Univ, Sch Commun, Dept Journalism, Kowloon, Hong Kong, Peoples R China"
Zhang,Jinguang,"Voice Pitch Variation and Status Differentiation in Mixed-Sex Dyads A Test of Expectation States Theory, Role Congruity Theory, and the Biosocial Model","Univ Hawaii Manoa, Dept Communicol, Honolulu, HI 96822 USA"
Zhang,Qin,"Making Up or Getting Even? The Effects of Face Concerns, Self-Construal, and Apology on Forgiveness, Reconciliation, and Revenge in the United States and China","Fairfield Univ, Dept Commun, Fairfield, CT 06430 USA"
Zhang,Guoliang,What Is Most Important for My Country Is Not Most Important for Me: Agenda-Setting Effects in China,"Nanjing Univ Finance & Econ, Sch Journalism, Nanjing, Jiangsu, Peoples R China"
Zhang,Qin,"Linking Emotion to the Conflict Face-Negotiation Theory: A US-China Investigation of the Mediating Effects of Anger, Compassion, and Guilt in Interpersonal Conflict","Fairfield Univ, Dept Commun, Fairfield, CT 06824 USA"
Zhang,YB,Perceptions of conflict management styles in Chinese intergenerational dyads,"Univ Kansas, Dept Commun Studies, Lawrence, KS 66045 USA"
Zhou, Lijie ,Does stealing thunder always work? A content analysis of crisis communication practice under different cultural settings,"Univ Southern Mississippi, Sch Mass Commun & Journalism, 118 Coll Dr,Box 5121, Hattiesburg, MS 39406 USA"
Zhou, Ziyuan ,Exploring the role of CSR fit and the length of CSR involvement in routine business and corporate crises settings,"Univ Alabama, Tuscaloosa, AL 35487 USA"
Zhou, Alvin ,Bring publics back into networked public relations research: A dual-projection approach for network ecology,"Univ Penn, Annenberg Sch Commun, 3620 Walnut St, Philadelphia, PA 19104 USA"
Zhou, Ziyuan ,Does severity matter?: An investigation of crisis severity from defensive attribution theory perspective,"Univ Alabama, 436 Reese Phifer, Tuscaloosa, AL 35487 USA"
Qin, Yufan ,Exploring negative peer communication of companies on social media and its impact on organization-public relationships,"Univ Florida, Coll Journalism & Commun, Gainesville, FL 32603 USA"
Zhou, SH ,Effects of visual intensity and audiovisual redundancy in bad news,"Univ Alabama, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA"
Zhou, Shuo ,Reducing Resistance to Narrative Persuasion About Binge Drinking: The Role of Self-Activation and Habitual Drinking Behavior,"Cornell Univ, Dept Commun, 450B Mann Lib Bldg, Ithaca, NY 14853 USA"
Zhou, Xin ,What Predicts Exercise Maintenance and Well-Being? Examining The Influence of Health-Related Psychographic Factors and Social Media Communication,"SUNY Albany, Dept Commun, Albany, NY 12222 USA"
Zhou, Yushu ,Modeling the Effects of Political Information Source Use and Online Expression on Young Adults' Political Efficacy,"Stanford Univ, Dept Commun, Stanford, CA 94305 USA"
Zhou, Yuqiong ,Parsing framing processes: The interplay between online public opinion and media coverage,"Shenzhen Univ, Ctr Media & Social Changes, Dept Commun, Shenzhen 518060, Peoples R China"
Zhou, S ,Effects of arousing visuals and redundancy on cognitive assessment of television news,"Univ Alabama, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA"
Zhou, Tao ,An empirical examination of initial trust in mobile banking,"Hangzhou Dianzi Univ, Sch Management, Hangzhou, Zhejiang, Peoples R China"
Qin, Jie ,Googling environmental issues Web search queries as a measurement of public attention on environmental issues,"SCAD Hong Kong, Sch Liberal Arts, Commun, Hong Kong, Hong Kong, Peoples R China"
Qin, Hong-Youl ,Temporal effects of information from social networks on online behavior The role of cognitive and affective trust,"Dongguk Univ, Dept Int Trade, Seoul, South Korea"
Zhou, Tao ,Understanding location-based services users' privacy concern An elaboration likelihood model perspective,"Hangzhou Dianzi Univ, Sch Management, Hangzhou, Zhejiang, Peoples R China"
Zhou, Yuqiong ,Voluntary adopters versus forced adopters: integrating the diffusion of innovation theory and the technology acceptance model to study intra-organizational adoption,"Shenzhen Univ, Dept Commun, Ctr Media & Social Changes, Shenzhen 518060, Guangdong, Peoples R China"
Zhou, Xiang ,The political blogosphere in China: A content analysis of the blogs regarding the dismissal of Shanghai leader Chen Liangyu,"Shantou Univ, Cheung Kong Sch Journalism & Commun, Shantou 515063, Guangdong, Peoples R China"
Qin, Jie ,"Hero on Twitter, Traitor on News: How Social Media and Legacy News Frame Snowden","City Univ Hong Kong, Dept Media & Commun, Hong Kong, Hong Kong, Peoples R China"
Zhou, Shuo ,The promises and pitfalls of personalization in narratives to promote social change,"Cornell Univ, Dept Commun, Ithaca, NY 14850 USA"
ZHOU, N ,CHINA ADVERTISING AND THE EXPORT MARKETING LEARNING-CURVE - THE 1ST DECADE,"UNIV UTAH,SALT LAKE CITY,UT 84112"
Qin, Xuebing ,The Impact of AI on the Advertising Process: The Chinese Experience,"East China Normal Univ, Advertising, Shanghai, Peoples R China"
Zhou, N ,Chinese consumer readings of global and local advertising appeals,"City Univ Hong Kong, Dept Mkt, Hong Kong, Hong Kong, Peoples R China"
Qin, Wei ,Public reactions to information about genetically engineered foods: effects of information formats and male/female differences,"Penn State Univ, Dept Food Sci, University Pk, PA 16802 USA"
Zhou,Xiang,DELIBERATIVENESS OF ONLINE POLITICAL DISCUSSION A content analysis of the Guangzhou Daily website,"Shantou Univ, Cheung Kong Sch Journalism & Commun, Shantou, Guangdong, Peoples R China"
Zhou,Shuhua,Creating a Competitive Identity: Public Diplomacy in the London Olympics and Media Portrayal,"Univ Alabama, Coll Commun & Informat Sci, Tuscaloosa, AL 35487 USA"
Zhou,Zhimin,Becoming Friends in Online Brand Communities: Evidence From China,"Shenzhen Univ, Dept Mkt, 3688 Nanhai Ave, Shenzhen 518060, Guangdong, Peoples R China"
Zhou,DS,Advertising trends in urban China,"City Univ Hong Kong, Hong Kong, Hong Kong, Peoples R China"
Zhou,SH,Visual differences in US and Chinese television commercials,"Univ Alabama, Coll Commun & Informat Sci, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA"
Zhou,N,Long-term effects of television advertising on sales of consumer durables and nondurables - The case of China,"City Univ Hong Kong, Dept Mkt, Hong Kong, Hong Kong, Peoples R China"
Qin,Jie,Similar challenges but different responses: Media coverage of measles vaccination in the UK and China,"Univ Sci & Technol China, Hefei, Peoples R China"
Zhao, Yuezhi ,"""The Life and Times of """"Chimerica"""": Global Press Discourses on US-China Economic Integration, Financial Crisis, and Power Shifts""","Simon Fraser Univ, Burnaby, BC V5A 1S6, Canada"
Zhao, Xinyan ,Appealing to the Heart: How Social Media Communication Characteristics Affected User's Liking Behavior During the Manchester Terrorist Attack,"Hong Kong Baptist Univ, Hong Kong, Peoples R China"
Zhao, W ,Understanding classifications: Empirical evidence from the American and French wine industries,"Univ N Carolina, Dept Sociol & Anthropol, Charlotte, NC 28223 USA"
ZHAO, XS ,MEASUREMENT EFFECTS IN COMPARING VOTER LEARNING FROM TELEVISION-NEWS AND CAMPAIGN ADVERTISEMENTS,"CALIF STATE UNIV LOS ANGELES,DEPT JOURNALISM,CHICO,CA 95929"
Zhao, Xiaoquan ,"The Role of Risk, Efficacy, and Anxiety in Smokers' Cancer Information Seeking","George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, Xiaoquan ,Relationships Between Sources of Health Information and Diabetes Knowledge in the U.S. Hispanic Population,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, BB ,Asymmetry and mitigation in Chinese medical interviews,"Peking Univ, Dept English, Beijing, Peoples R China"
Zhao, Xiaoquan ,From Self-Enhancement to Supporting Censorship: The Third-Person Effect Process in the Case of Internet Pornography,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, Hui ,Constructing authority in times of crisis: A genre analysis of government crisis communication in China,"Lund Univ, Dept Strateg Commun, Helsingborg, Sweden"
Zhao, Xiaoquan ,Cancer Information Disparities Between U.S.- and Foreign-Born Populations,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, YZ ,From commercialization to conglomeration: The transformation of the Chinese press within the orbit of the party state,"Univ Calif San Diego, Dept Commun, La Jolla, CA 92093 USA"
Zhao, XQ ,"Disruptive and cooperative interruptions in prime-time television fiction: The role of gender, status, and topic","Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA"
Zhao, Fang ,Impact of national culture on e-government development: a global study,"Amer Univ Sharjah, Sch Business & Management, Sharjah, U Arab Emirates"
Zhao, Elaine Jing ,Between formal and informal: the shakeout in China's online video industry,"Queensland Univ Technol, Kelvin Grove, Qld 4059, Australia"
Zhao, Jing Jamie ,A queerly normalized Western lesbian imaginary: online Chinese fans' gossip about the Danish fashion model Freja Beha Erichsen,"Univ Warwick, Dept Film & Televis Studies, Coventry, W Midlands, England"
Zhao, Xiaoquan ,Media Use and Global Warming Perceptions A Snapshot of the Reinforcing Spirals,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, Xiaoquan ,The role of ambivalence in college nonsmokers' information seeking and information processing,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, Xiaoquan ,Influence of Self-Affirmation on Responses to Gain- Versus Loss-Framed Antismoking Messages,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
ZHAO, XS ,CAMPAIGN ADVERTISEMENTS VERSUS TELEVISION-NEWS AS SOURCES OF POLITICAL ISSUE INFORMATION,"STANFORD UNIV,STANFORD,CA 94305"
Zhao, Shanyang ,Humanoid social robots as a medium of communication,"Temple Univ, Dept Sociol, Philadelphia, PA 19122 USA"
Zhao, Elaine Jing ,Writing on the assembly line: Informal labour in the formalised online literature market in China,"Univ New South Wales, Sch Arts & Media, Sydney, NSW, Australia"
Zhao, Sumin ,Beyond the self: Intersubjectivity and the social semiotic interpretation of the selfie,"Univ Southern Denmark, Odense, Denmark"
Zhao, Xiaoquan ,Personal Values and Environmental Concern in China and the US: The Mediating Role of Informational Media Use,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao, XS ,Clutter and serial order redefined and retested,"UNIV N CAROLINA,CHAPEL HILL,NC 27515"
Zhao, Xin ,Regulating Political Symbols China's Advertising Law And Politicized Advertising,"Univ Hawaii, Shidler Coll Business, Honolulu, HI 96822 USA"
Zhao, Xin ,Advertising consumer culture in 1930s Shanghai - Globalization and localization in yuefenpai,"Univ Hawaii Manoa, Shidler Coll Business, Honolulu, HI 96822 USA"
Zhao, Hairong ,THE EFFECT OF AGENCY CREATIVITY ON CAMPAIGN OUTCOMES The Moderating Role of Market Conditions,"Michigan State Univ, Dept Advertising Publ Relat & Retailing, E Lansing, MI 48824 USA"
Zhao,Xinyan,Disentangling social media influence in crises: Testing a four-factor model of social media influence with large data,"Hong Kong Baptist Univ, Hong Kong, Hong Kong, Peoples R China"
Zhao,Xinyan,Examining multiplicity and dynamics of publics' crisis narratives with large-scale Twitter data,"Hong Kong Baptist Univ, Hong Kong, Hong Kong, Peoples R China"
Zhao,Xiaoquan,Temporal Framing and Consideration of Future Consequences: Effects on Smokers' and At-Risk Nonsmokers' Responses to Cigarette Health Warnings,"George Mason Univ, Dept Commun, Fairfax, VA 22033 USA"
Zhao,Xinyan,Analyzing Trend for US Immigrants' e-Health Engagement from 2008 to 2013,"Hong Kong Baptist Univ, Dept Commun Studies, 906 CVA Bldg,5 Hereford Rd, Hong Kong, Peoples R China"
Zhao,Xiaoquan,Gain Versus Loss Framing in Adherence-Promoting Communication Targeting Patients With Chronic Diseases: The Moderating Effect of Individual Time Perspective,"George Mason Univ, Dept Commun, Fairfax, VA 22033 USA"
Zhao,Xiaoquan,Attention to Science/Environment News Positively Predicts and Attention to Political News Negatively Predicts Global Warming Risk Perceptions and Policy Support,"George Mason Univ, Dept Commun, Ctr Climate Change Commun, Fairfax, VA 22030 USA"
Zhao,Xiaoquan,Effects of Self-Affirmation on Daily Versus Occasional Smokers' Responses to Graphic Warning Labels,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Zhao,Guangzhi,Remembering the Good Old Days: The Moderating Role of Consumer Affective State on the Effectiveness of Nostalgic Advertising,"Loyola Univ Maryland, Sellinger Sch Business & Management, Baltimore, MD 21210 USA"
Zhao,Xiaoquan,Partisan differences in the relationship between newspaper coverage and concern over global warming,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA"
Nguyen, Lilly U. ,Infrastructural action in Vietnam: Inverting the techno-politics of hacking in the global South,"Univ N Carolina, Dept Womens & Gender Studies, 210 Smith Bldg,CB 3135, Chapel Hill, NC 27599 USA"
Zhuang, Jie ,HIV/AIDS stigma in Chinese Internet forums: a content analysis approach,"Michigan State Univ, E Lansing, MI 48824 USA"
Huang, Lei Vincent ,"Engagement, Formality, and Visibility: Managing Paradoxes of Using Mobile Instant Messaging for Work","Hong Kong Baptist Univ, Hong Kong, Peoples R China"
Huang, Guanxiong ,The Effect of Anonymity on Conformity to Group Norms in Online Contexts: A Meta-Analysis,"Michigan State Univ, E Lansing, MI 48824 USA"
Huang, Zhao Alexandre ,"""Building a Network to """"Tell China Stories Well"""": Chinese Diplomatic Communication Strategies on Twitter""","Univ Paris East, Lab DICEN IDF, Champs Sur Marne, France"
Huang, Li ,"""Functions and roles of social media in media transformation in China: A case study of """"@CCTV NEWS""""""","China Cent Televis, Ctr Res & Dev, Room 40014,CCTV Headqurter Bldg,Guanghua Rd, Beijing 100789, Peoples R China"
Huang, Tien-Chi ,From 3D modeling to 3D printing: Development of a differentiated spatial ability teaching model,"Natl Taichung Univ Sci & Technol, Dept Informat Management, 129,Sec 3,Sanmin Rd, Taichung 40401, Taiwan"
Huang, Yi-Hui Christine ,The role of market-oriented relations in public relations: The differing perspectives of managers and practitioners in the US and Taiwan,"Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Huang, YH ,The personal influence model and gao guanxi in Taiwan Chinese public relations,"Natl Chenchi Univ, Dept Advertising, Taipei, Taiwan"
Huang, Yi-Hui ,"Determinants of consistent, timely, and active responses in corporate crises","Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Huang, Jin ,"Implementing dialogic communication: A survey of IPR, PRSA, and IABC members","Univ So Calif, Annenberg Sch Commun & Journalism, Los Angeles, CA 90089 USA"
Huang, Yi-Hui Christine ,"Revisiting organization-public relations research over the past decade: Theoretical concepts, measures, methodologies and challenges","Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Huang, YH ,PRSA: Scale development for exploring the impetus of public relations strategies,"Natl Chengchi Univ, Dept Advertising, Taipei, Taiwan"
Huang, Ronggui ,"Weibo network, information diffusion and implications for collective action in China","Fudan Univ, Dept Sociol, Shanghai 200433, Peoples R China"
